gender,gender_num,race/ethnicity,race/ethnicity_num,parental level of education,ple_num,lunch,lunch_num,test preparation course,testprepcourse_num,math score,reading score,writing score,,,,,,,,,,,,,,,,,,,,,,,,,,,
male,1,group D,4,associate's degree,2,standard,0,none,0,0.62,0.71,0.65,,,,,,,,,,,,,,,,,,,,,,0.68,0.71,0.7,,,
male,1,group D,4,high school,5,standard,0,none,0,0.58,0.65,0.61,,,,,,,,,,,,,,,,,,,,,,0.68,0.71,0.7,,,
male,1,group C,3,some college,4,standard,0,none,0,0.58,0.5,0.57,,,,,,,,,,,,,,,,,,,,,,0.68,0.71,0.7,,,
female,0,group C,3,bachelor's degree,3,free/reduced,1,none,0,0.32,0.44,0.44,,,,,,,,,,,,,,,,,,,,,,0.68,0.71,0.7,,,
male,1,group B,2,some college,4,standard,0,completed,1,0.83,0.78,0.81,,,,,,,,,,,,,,,,,,,,,,0.68,0.71,0.7,,,
male,1,group D,4,some high school,6,standard,0,completed,1,0.61,0.57,0.57,,,,,,,,,,,,,,,,,,,,,,0.68,0.71,0.7,,,
male,1,group E,5,some college,4,standard,0,none,0,0.57,0.61,0.53,,,,,,,,,,,,,,,,,,,,,,0.68,0.71,0.7,,,
male,1,group C,3,master's degree,1,free/reduced,1,completed,1,0.72,0.68,0.66,,,,,,,,,,,,,,,,,,,,,,0.68,0.71,0.72,,,
female,0,group C,3,some high school,6,standard,0,completed,1,0.69,0.86,0.8,,,,,,,,,,,,,,,,,,,,,,0.69,0.71,0.72,,,
male,1,group C,3,associate's degree,2,free/reduced,1,none,0,0.43,0.37,0.36,,,,,,,,,,,,,,,,,,,,,,0.69,0.71,0.72,,,
female,0,group E,5,associate's degree,2,standard,0,none,0,0.79,0.93,0.9,,,,,,,,,,,,,,,,,,,,,,0.69,0.71,0.72,,,
male,1,group D,4,some college,4,standard,0,none,0,0.39,0.41,0.35,,,,,,,,,,,,,,,,,,,,,,0.69,0.71,0.72,,,
male,1,group E,5,bachelor's degree,3,free/reduced,1,completed,1,0.59,0.55,0.62,,,,,,,,,,,,,,,,,,,,,,0.69,0.72,0.72,,,
female,0,group D,4,some college,4,free/reduced,1,completed,1,0.35,0.43,0.53,,,,,,,,,,,,,,,,,,,,,,0.69,0.72,0.72,,,
male,1,group B,2,some college,4,standard,0,completed,1,0.58,0.68,0.69,,,,,,,,,,,,,,,,,,,,,,0.69,0.72,0.72,,,
female,0,group C,3,high school,5,free/reduced,1,none,0,0.36,0.61,0.51,,,,,,,,,,,,,,,,,,,,,,0.69,0.72,0.72,,,
female,0,group D,4,some high school,6,standard,0,none,0,0.29,0.41,0.37,,,,,,,,,,,,,,,,,,,,,,0.69,0.72,0.72,,,
male,1,group D,4,some high school,6,standard,0,completed,1,0.7,0.74,0.81,,,,,,,,,,,,,,,,,,,,,,0.69,0.72,0.72,,,
female,0,group B,2,high school,5,standard,0,none,0,0.48,0.47,0.5,,,,,,,,,,,,,,,,,,,,,,0.69,0.72,0.72,,,
male,1,group D,4,some college,4,standard,0,none,0,0.46,0.48,0.44,,,,,,,,,,,,,,,,,,,,,,0.69,0.72,0.72,,,
female,0,group B,2,high school,5,standard,0,none,0,0.65,0.61,0.62,,,,,,,,,,,,,,,,,,,,,,0.69,0.72,0.72,,,
female,0,group C,3,high school,5,standard,0,completed,1,0.43,0.65,0.69,,,,,,,,,,,,,,,,,,,,,,0.69,0.72,0.72,,,
male,1,group B,2,high school,5,standard,0,completed,1,0.68,0.47,0.46,,,,,,,,,,,,,,,,,,,,,,0.69,0.72,0.72,,,
female,0,group D,4,some high school,6,standard,0,none,0,0.57,0.6,0.66,,,,,,,,,,,,,,,,,,,,,,0.69,0.72,0.72,,,
male,1,group A,1,some college,4,free/reduced,1,none,0,0.43,0.44,0.42,,,,,,,,,,,,,,,,,,,,,,0.69,0.72,0.72,,,
male,1,group B,2,high school,5,standard,0,none,0,0.35,0.27,0.31,,,,,,,,,,,,,,,,,,,,,,0.69,0.72,0.72,,,
male,1,group D,4,bachelor's degree,3,standard,0,none,0,0.66,0.62,0.65,,,,,,,,,,,,,,,,,,,,,,0.69,0.74,0.73,,,
female,0,group B,2,some high school,6,free/reduced,1,completed,1,0.35,0.54,0.62,,,,,,,,,,,,,,,,,,,,,,0.69,0.74,0.73,,,
female,0,group C,3,bachelor's degree,3,free/reduced,1,none,0,0.48,0.7,0.72,,,,,,,,,,,,,,,,,,,,,,0.69,0.74,0.73,,,
male,1,group B,2,some college,4,standard,0,none,0,0.54,0.51,0.46,,,,,,,,,,,,,,,,,,,,,,0.69,0.74,0.73,,,
female,0,group B,2,some high school,6,free/reduced,1,none,0,0.31,0.41,0.39,,,,,,,,,,,,,,,,,,,,,,0.69,0.74,0.73,,,
female,0,group B,2,high school,5,standard,0,none,0,0.54,0.61,0.59,,,,,,,,,,,,,,,,,,,,,,0.69,0.74,0.73,,,
female,0,group C,3,some college,4,free/reduced,1,none,0,0.11,0.22,0.22,,,,,,,,,,,,,,,,,,,,,,0.7,0.74,0.73,,,
female,0,group A,1,some college,4,standard,0,completed,1,0.62,0.71,0.76,,,,,,,,,,,,,,,,,,,,,,0.7,0.74,0.73,,,
male,1,group E,5,associate's degree,2,standard,0,completed,1,0.92,0.79,0.76,,,,,,,,,,,,,,,,,,,,,,0.7,0.74,0.73,,,
female,0,group D,4,associate's degree,2,free/reduced,1,none,0,0.27,0.39,0.42,,,,,,,,,,,,,,,,,,,,,,0.7,0.74,0.73,,,
female,0,group B,2,master's degree,1,standard,0,none,0,0.69,0.86,0.79,,,,,,,,,,,,,,,,,,,,,,0.7,0.74,0.73,,,
female,0,group B,2,high school,5,free/reduced,1,completed,1,0.68,0.79,0.76,,,,,,,,,,,,,,,,,,,,,,0.7,0.74,0.73,,,
female,0,group C,3,associate's degree,2,standard,0,completed,1,0.35,0.43,0.48,,,,,,,,,,,,,,,,,,,,,,0.7,0.74,0.73,,,
male,1,group C,3,bachelor's degree,3,standard,0,completed,1,0.88,0.74,0.72,,,,,,,,,,,,,,,,,,,,,,0.7,0.74,0.73,,,
female,0,group B,2,some high school,6,standard,0,completed,1,0.07,0.31,0.24,,,,,,,,,,,,,,,,,,,,,,0.7,0.74,0.73,,,
female,0,group E,5,some high school,6,free/reduced,1,none,0,0.62,0.71,0.69,,,,,,,,,,,,,,,,,,,,,,0.7,0.74,0.73,,,
female,0,group B,2,some college,4,standard,0,none,0,0,0.13,0.07,,,,,,,,,,,,,,,,,,,,,,0.7,0.74,0.73,,,
male,1,group C,3,associate's degree,2,free/reduced,1,none,0,0.57,0.51,0.47,,,,,,,,,,,,,,,,,,,,,,0.7,0.74,0.73,,,
female,0,group C,3,master's degree,1,free/reduced,1,none,0,0.35,0.51,0.47,,,,,,,,,,,,,,,,,,,,,,0.7,0.74,0.73,,,
female,0,group B,2,high school,5,standard,0,none,0,0.29,0.47,0.46,,,,,,,,,,,,,,,,,,,,,,0.7,0.74,0.73,,,
female,0,group D,4,some college,4,free/reduced,1,none,0,0.46,0.53,0.59,,,,,,,,,,,,,,,,,,,,,,0.72,0.74,0.73,,,
male,1,group D,4,high school,5,free/reduced,1,none,0,0.54,0.64,0.58,,,,,,,,,,,,,,,,,,,,,,0.72,0.74,0.73,,,
male,1,group E,5,some high school,6,standard,0,completed,1,0.85,0.78,0.69,,,,,,,,,,,,,,,,,,,,,,0.72,0.74,0.73,,,
female,0,group B,2,high school,5,standard,0,none,0,0.21,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,0.72,0.74,0.73,,,
female,0,group E,5,associate's degree,2,free/reduced,1,completed,1,0.42,0.55,0.64,,,,,,,,,,,,,,,,,,,,,,0.72,0.74,0.73,,,
male,1,group D,4,high school,5,standard,0,none,0,0.59,0.58,0.59,,,,,,,,,,,,,,,,,,,,,,0.72,0.75,0.73,,,
female,0,group E,5,associate's degree,2,free/reduced,1,none,0,0.59,0.78,0.74,,,,,,,,,,,,,,,,,,,,,,0.72,0.75,0.73,,,
male,1,group E,5,some college,4,standard,0,none,0,0.58,0.44,0.37,,,,,,,,,,,,,,,,,,,,,,0.72,0.75,0.74,,,
female,0,group C,3,associate's degree,2,standard,0,none,0,0.35,0.37,0.42,,,,,,,,,,,,,,,,,,,,,,0.72,0.75,0.74,,,
male,1,group C,3,some high school,6,standard,0,completed,1,0.55,0.62,0.57,,,,,,,,,,,,,,,,,,,,,,0.72,0.75,0.74,,,
male,1,group C,3,some high school,6,standard,0,completed,1,0.68,0.72,0.64,,,,,,,,,,,,,,,,,,,,,,0.72,0.75,0.74,,,
female,0,group E,5,associate's degree,2,standard,0,none,0,0.83,0.92,0.94,,,,,,,,,,,,,,,,,,,,,,0.72,0.75,0.74,,,
female,0,group B,2,some college,4,standard,0,none,0,0.76,0.79,0.83,,,,,,,,,,,,,,,,,,,,,,0.72,0.75,0.74,,,
female,0,group C,3,some college,4,standard,0,none,0,0.64,0.67,0.7,,,,,,,,,,,,,,,,,,,,,,0.72,0.75,0.74,,,
male,1,group A,1,some college,4,free/reduced,1,none,0,0.66,0.74,0.65,,,,,,,,,,,,,,,,,,,,,,0.72,0.75,0.74,,,
female,0,group D,4,some college,4,free/reduced,1,none,0,0.51,0.64,0.66,,,,,,,,,,,,,,,,,,,,,,0.72,0.75,0.74,,,
female,0,group E,5,high school,5,free/reduced,1,none,0,0.2,0.23,0.18,,,,,,,,,,,,,,,,,,,,,,0.72,0.75,0.74,,,
male,1,group C,3,high school,5,standard,0,none,0,0.87,0.65,0.58,,,,,,,,,,,,,,,,,,,,,,0.72,0.75,0.74,,,
male,1,group B,2,bachelor's degree,3,standard,0,none,0,0.44,0.36,0.33,,,,,,,,,,,,,,,,,,,,,,0.72,0.75,0.74,,,
male,1,group A,1,some high school,6,standard,0,none,0,0.33,0.03,0.13,,,,,,,,,,,,,,,,,,,,,,0.72,0.75,0.74,,,
male,1,group A,1,high school,5,free/reduced,1,none,0,0.25,0.26,0.31,,,,,,,,,,,,,,,,,,,,,,0.72,0.75,0.74,,,
female,0,group C,3,master's degree,1,standard,0,completed,1,0.37,0.5,0.55,,,,,,,,,,,,,,,,,,,,,,0.72,0.75,0.74,,,
male,1,group E,5,some high school,6,standard,0,completed,1,0.83,0.78,0.68,,,,,,,,,,,,,,,,,,,,,,0.73,0.75,0.74,,,
female,0,group C,3,high school,5,standard,0,none,0,0.62,0.72,0.77,,,,,,,,,,,,,,,,,,,,,,0.73,0.75,0.74,,,
male,1,group B,2,some high school,6,standard,0,completed,1,0.92,0.81,0.83,,,,,,,,,,,,,,,,,,,,,,0.73,0.75,0.74,,,
female,0,group A,1,bachelor's degree,3,standard,0,none,0,0.25,0.43,0.51,,,,,,,,,,,,,,,,,,,,,,0.73,0.77,0.74,,,
male,1,group D,4,bachelor's degree,3,free/reduced,1,completed,1,0.47,0.58,0.68,,,,,,,,,,,,,,,,,,,,,,0.73,0.77,0.74,,,
female,0,group B,2,high school,5,free/reduced,1,none,0,0.46,0.61,0.57,,,,,,,,,,,,,,,,,,,,,,0.73,0.77,0.76,,,
female,0,group C,3,some high school,6,standard,0,none,0,0.69,0.88,0.84,,,,,,,,,,,,,,,,,,,,,,0.73,0.77,0.76,,,
female,0,group A,1,some high school,6,standard,0,completed,1,0.8,0.86,0.9,,,,,,,,,,,,,,,,,,,,,,0.73,0.77,0.76,,,
female,0,group D,4,bachelor's degree,3,free/reduced,1,none,0,0.7,0.86,0.91,,,,,,,,,,,,,,,,,,,,,,0.73,0.77,0.76,,,
male,1,group E,5,some college,4,free/reduced,1,completed,1,0.31,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,0.73,0.77,0.76,,,
female,0,group B,2,high school,5,free/reduced,1,none,0,0.61,0.82,0.76,,,,,,,,,,,,,,,,,,,,,,0.73,0.77,0.76,,,
female,0,group C,3,some high school,6,free/reduced,1,none,0,0.29,0.41,0.35,,,,,,,,,,,,,,,,,,,,,,0.73,0.77,0.76,,,
male,1,group C,3,high school,5,standard,0,none,0,0.48,0.54,0.43,,,,,,,,,,,,,,,,,,,,,,0.73,0.77,0.76,,,
female,0,group C,3,associate's degree,2,free/reduced,1,completed,1,0.4,0.55,0.59,,,,,,,,,,,,,,,,,,,,,,0.73,0.77,0.76,,,
female,0,group C,3,some high school,6,standard,0,none,0,0.53,0.57,0.68,,,,,,,,,,,,,,,,,,,,,,0.73,0.77,0.76,,,
female,0,group D,4,some high school,6,free/reduced,1,completed,1,0.58,0.81,0.74,,,,,,,,,,,,,,,,,,,,,,0.73,0.77,0.76,,,
male,1,group B,2,some high school,6,standard,0,none,0,0.57,0.36,0.36,,,,,,,,,,,,,,,,,,,,,,0.73,0.77,0.76,,,
female,0,group A,1,some college,4,free/reduced,1,none,0,0.47,0.44,0.42,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.76,,,
female,0,group C,3,bachelor's degree,3,free/reduced,1,completed,1,0.65,0.81,0.85,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.76,,,
male,1,group A,1,bachelor's degree,3,standard,0,none,0,0.51,0.44,0.43,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.76,,,
female,0,group B,2,high school,5,standard,0,completed,1,0.69,0.75,0.85,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.76,,,
male,1,group B,2,some college,4,standard,0,none,0,0.43,0.3,0.25,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.76,,,
female,0,group C,3,high school,5,standard,0,completed,1,0.46,0.5,0.65,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.76,,,
male,1,group E,5,high school,5,standard,0,none,0,0.64,0.5,0.42,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.76,,,
female,0,group A,1,high school,5,standard,0,completed,1,0.66,0.75,0.72,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.76,,,
male,1,group B,2,associate's degree,2,free/reduced,1,completed,1,0.43,0.4,0.36,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.76,,,
female,0,group C,3,associate's degree,2,standard,0,none,0,0.54,0.68,0.64,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.76,,,
female,0,group D,4,high school,5,free/reduced,1,none,0,0.17,0.33,0.27,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.76,,,
male,1,group C,3,some high school,6,standard,0,none,0,0.51,0.41,0.33,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.76,,,
female,0,group B,2,high school,5,free/reduced,1,completed,1,0,0.22,0.13,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.77,,,
male,1,group B,2,some college,4,free/reduced,1,completed,1,0.65,0.68,0.68,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.77,,,
female,0,group D,4,some high school,6,free/reduced,1,completed,1,0.18,0.51,0.51,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.77,,,
male,1,group E,5,master's degree,1,standard,0,none,0,0.87,0.79,0.79,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.77,,,
male,1,group C,3,master's degree,1,standard,0,completed,1,0.88,0.79,0.8,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.77,,,
male,1,group D,4,high school,5,standard,0,none,0,0.51,0.36,0.32,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.77,,,
female,0,group C,3,high school,5,standard,0,none,0,0.44,0.61,0.57,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.77,,,
male,1,group D,4,associate's degree,2,standard,0,none,0,0.73,0.65,0.58,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.77,,,
male,1,group C,3,master's degree,1,standard,0,none,0,0.61,0.54,0.55,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.77,,,
female,0,group A,1,high school,5,standard,0,none,0,0.47,0.55,0.5,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.77,,,
female,0,group E,5,some college,4,standard,0,none,0,0.83,0.79,0.91,,,,,,,,,,,,,,,,,,,,,,0.76,0.78,0.77,,,
male,1,group E,5,some high school,6,standard,0,none,0,0.76,0.54,0.47,,,,,,,,,,,,,,,,,,,,,,0.76,0.78,0.77,,,
male,1,group C,3,some high school,6,standard,0,none,0,0.48,0.5,0.39,,,,,,,,,,,,,,,,,,,,,,0.76,0.78,0.77,,,
female,0,group B,2,bachelor's degree,3,standard,0,none,0,0.96,0.96,0.95,,,,,,,,,,,,,,,,,,,,,,0.76,0.78,0.79,,,
male,1,group B,2,some college,4,free/reduced,1,none,0,0.66,0.55,0.53,,,,,,,,,,,,,,,,,,,,,,0.76,0.79,0.79,,,
female,0,group C,3,bachelor's degree,3,standard,0,none,0,0.53,0.71,0.74,,,,,,,,,,,,,,,,,,,,,,0.76,0.79,0.79,,,
male,1,group B,2,high school,5,standard,0,completed,1,0.35,0.29,0.27,,,,,,,,,,,,,,,,,,,,,,0.76,0.79,0.79,,,
male,1,group C,3,associate's degree,2,free/reduced,1,none,0,0.83,0.62,0.62,,,,,,,,,,,,,,,,,,,,,,0.76,0.79,0.79,,,
female,0,group C,3,associate's degree,2,standard,0,none,0,0.36,0.47,0.36,,,,,,,,,,,,,,,,,,,,,,0.76,0.79,0.79,,,
female,0,group E,5,master's degree,1,free/reduced,1,none,0,0.74,0.81,0.83,,,,,,,,,,,,,,,,,,,,,,0.76,0.79,0.79,,,
male,1,group D,4,bachelor's degree,3,free/reduced,1,completed,1,0.17,0.19,0.16,,,,,,,,,,,,,,,,,,,,,,0.76,0.79,0.79,,,
female,0,group C,3,some college,4,standard,0,completed,1,0.61,0.6,0.73,,,,,,,,,,,,,,,,,,,,,,0.76,0.79,0.79,,,
male,1,group C,3,associate's degree,2,standard,0,none,0,0.96,0.91,0.88,,,,,,,,,,,,,,,,,,,,,,0.76,0.79,0.79,,,
male,1,group D,4,some college,4,standard,0,completed,1,0.76,0.75,0.84,,,,,,,,,,,,,,,,,,,,,,0.76,0.79,0.79,,,
male,1,group C,3,high school,5,free/reduced,1,none,0,0.44,0.34,0.35,,,,,,,,,,,,,,,,,,,,,,0.76,0.79,0.79,,,
male,1,group B,2,associate's degree,2,standard,0,none,0,0.47,0.19,0.2,,,,,,,,,,,,,,,,,,,,,,0.76,0.79,0.79,,,
male,1,group E,5,associate's degree,2,free/reduced,1,completed,1,0.7,0.64,0.62,,,,,,,,,,,,,,,,,,,,,,0.76,0.79,0.79,,,
male,1,group C,3,associate's degree,2,free/reduced,1,none,0,0.31,0.31,0.33,,,,,,,,,,,,,,,,,,,,,,0.76,0.79,0.79,,,
male,1,group B,2,high school,5,standard,0,none,0,0.44,0.41,0.28,,,,,,,,,,,,,,,,,,,,,,0.77,0.79,0.79,,,
female,0,group C,3,some college,4,standard,0,completed,1,0.59,0.61,0.68,,,,,,,,,,,,,,,,,,,,,,0.77,0.79,0.8,,,
male,1,group B,2,associate's degree,2,standard,0,completed,1,0.76,0.78,0.7,,,,,,,,,,,,,,,,,,,,,,0.77,0.79,0.8,,,
male,1,group E,5,associate's degree,2,free/reduced,1,none,0,0.87,0.86,0.76,,,,,,,,,,,,,,,,,,,,,,0.77,0.79,0.8,,,
female,0,group C,3,bachelor's degree,3,free/reduced,1,none,0,0.22,0.47,0.47,,,,,,,,,,,,,,,,,,,,,,0.77,0.81,0.8,,,
male,1,group C,3,some college,4,free/reduced,1,none,0,0.73,0.5,0.54,,,,,,,,,,,,,,,,,,,,,,0.77,0.81,0.8,,,
male,1,group D,4,some college,4,standard,0,none,0,0.74,0.75,0.79,,,,,,,,,,,,,,,,,,,,,,0.77,0.81,0.8,,,
male,1,group C,3,some high school,6,standard,0,none,0,0.42,0.46,0.37,,,,,,,,,,,,,,,,,,,,,,0.77,0.81,0.8,,,
female,0,group D,4,some high school,6,standard,0,none,0,0.44,0.61,0.73,,,,,,,,,,,,,,,,,,,,,,0.79,0.81,0.8,,,
female,0,group D,4,associate's degree,2,standard,0,none,0,0.51,0.67,0.65,,,,,,,,,,,,,,,,,,,,,,0.79,0.81,0.8,,,
male,1,group C,3,bachelor's degree,3,standard,0,completed,1,0.5,0.5,0.54,,,,,,,,,,,,,,,,,,,,,,0.79,0.81,0.8,,,
female,0,group E,5,bachelor's degree,3,standard,0,completed,1,0.61,0.58,0.59,,,,,,,,,,,,,,,,,,,,,,0.79,0.81,0.8,,,
female,0,group B,2,high school,5,free/reduced,1,none,0,0.51,0.62,0.61,,,,,,,,,,,,,,,,,,,,,,0.79,0.81,0.8,,,
male,1,group D,4,bachelor's degree,3,free/reduced,1,none,0,0.39,0.24,0.24,,,,,,,,,,,,,,,,,,,,,,0.79,0.81,0.8,,,
female,0,group E,5,associate's degree,2,standard,0,none,0,0.33,0.31,0.37,,,,,,,,,,,,,,,,,,,,,,0.79,0.81,0.8,,,
female,0,group C,3,associate's degree,2,standard,0,completed,1,0.48,0.67,0.73,,,,,,,,,,,,,,,,,,,,,,0.79,0.81,0.81,,,
female,0,group E,5,associate's degree,2,standard,0,completed,1,0.91,1,0.94,,,,,,,,,,,,,,,,,,,,,,0.79,0.81,0.81,,,
male,1,group C,3,high school,5,free/reduced,1,none,0,0.37,0.61,0.44,,,,,,,,,,,,,,,,,,,,,,0.79,0.81,0.81,,,
female,0,group D,4,some college,4,free/reduced,1,none,0,0.58,0.51,0.65,,,,,,,,,,,,,,,,,,,,,,0.79,0.81,0.81,,,
male,1,group D,4,high school,5,free/reduced,1,none,0,0.24,0.31,0.29,,,,,,,,,,,,,,,,,,,,,,0.8,0.81,0.81,,,
female,0,group E,5,some college,4,standard,0,completed,1,0.81,0.79,0.88,,,,,,,,,,,,,,,,,,,,,,0.8,0.81,0.81,,,
female,0,group E,5,associate's degree,2,standard,0,none,0,0.8,0.89,0.8,,,,,,,,,,,,,,,,,,,,,,0.8,0.81,0.81,,,
female,0,group A,1,master's degree,1,free/reduced,1,none,0,0.32,0.54,0.64,,,,,,,,,,,,,,,,,,,,,,0.8,0.81,0.81,,,
male,1,group D,4,some high school,6,standard,0,completed,1,0.84,0.64,0.66,,,,,,,,,,,,,,,,,,,,,,0.8,0.82,0.81,,,
female,0,group E,5,associate's degree,2,standard,0,none,0,0.44,0.47,0.58,,,,,,,,,,,,,,,,,,,,,,0.8,0.82,0.81,,,
female,0,group E,5,some high school,6,free/reduced,1,none,0,0.07,0.08,0.16,,,,,,,,,,,,,,,,,,,,,,0.8,0.82,0.81,,,
male,1,group B,2,high school,5,free/reduced,1,none,0,0.13,0.02,0,,,,,,,,,,,,,,,,,,,,,,0.8,0.82,0.81,,,
female,0,group B,2,some high school,6,free/reduced,1,completed,1,0.5,0.7,0.72,,,,,,,,,,,,,,,,,,,,,,0.8,0.82,0.83,,,
male,1,group D,4,associate's degree,2,standard,0,completed,1,0.55,0.36,0.5,,,,,,,,,,,,,,,,,,,,,,0.8,0.82,0.83,,,
female,0,group D,4,some high school,6,standard,0,completed,1,0.53,0.7,0.76,,,,,,,,,,,,,,,,,,,,,,0.8,0.82,0.83,,,
male,1,group D,4,master's degree,1,standard,0,none,0,0.8,0.78,0.85,,,,,,,,,,,,,,,,,,,,,,0.8,0.82,0.83,,,
female,0,group C,3,master's degree,1,standard,0,none,0,0.64,0.7,0.65,,,,,,,,,,,,,,,,,,,,,,0.8,0.82,0.83,,,
female,0,group A,1,high school,5,free/reduced,1,completed,1,0.1,0.27,0.2,,,,,,,,,,,,,,,,,,,,,,0.8,0.82,0.83,,,
female,0,group D,4,bachelor's degree,3,free/reduced,1,completed,1,0.91,1,1,,,,,,,,,,,,,,,,,,,,,,0.81,0.82,0.83,,,
female,0,group D,4,some high school,6,free/reduced,1,none,0,0.55,0.78,0.79,,,,,,,,,,,,,,,,,,,,,,0.81,0.82,0.83,,,
male,1,group D,4,some college,4,standard,0,none,0,0.84,0.68,0.69,,,,,,,,,,,,,,,,,,,,,,0.81,0.82,0.83,,,
male,1,group B,2,high school,5,standard,0,none,0,0.42,0.27,0.33,,,,,,,,,,,,,,,,,,,,,,0.81,0.84,0.83,,,
female,0,group D,4,some college,4,standard,0,completed,1,0.72,0.78,0.88,,,,,,,,,,,,,,,,,,,,,,0.81,0.84,0.83,,,
female,0,group C,3,bachelor's degree,3,free/reduced,1,none,0,0.55,0.65,0.62,,,,,,,,,,,,,,,,,,,,,,0.81,0.84,0.84,,,
male,1,group E,5,bachelor's degree,3,standard,0,completed,1,0.59,0.5,0.59,,,,,,,,,,,,,,,,,,,,,,0.81,0.84,0.84,,,
male,1,group D,4,bachelor's degree,3,free/reduced,1,none,0,0.32,0.19,0.29,,,,,,,,,,,,,,,,,,,,,,0.81,0.84,0.84,,,
female,0,group A,1,some college,4,standard,0,none,0,0.58,0.78,0.76,,,,,,,,,,,,,,,,,,,,,,0.83,0.84,0.84,,,
female,0,group C,3,bachelor's degree,3,standard,0,completed,1,0.35,0.46,0.54,,,,,,,,,,,,,,,,,,,,,,0.83,0.84,0.84,,,
female,0,group C,3,bachelor's degree,3,free/reduced,1,completed,1,0.28,0.47,0.54,,,,,,,,,,,,,,,,,,,,,,0.83,0.84,0.84,,,
female,0,group B,2,associate's degree,2,free/reduced,1,none,0,0.27,0.46,0.39,,,,,,,,,,,,,,,,,,,,,,0.83,0.84,0.84,,,
female,0,group E,5,some college,4,standard,0,none,0,0.57,0.58,0.54,,,,,,,,,,,,,,,,,,,,,,0.83,0.85,0.84,,,
male,1,group E,5,bachelor's degree,3,standard,0,completed,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,0.83,0.85,0.84,,,
female,0,group C,3,high school,5,standard,0,none,0,0.24,0.46,0.35,,,,,,,,,,,,,,,,,,,,,,0.83,0.85,0.84,,,
female,0,group C,3,associate's degree,2,standard,0,completed,1,0.42,0.68,0.73,,,,,,,,,,,,,,,,,,,,,,0.83,0.85,0.84,,,
male,1,group B,2,some college,4,standard,0,completed,1,0.88,0.95,0.88,,,,,,,,,,,,,,,,,,,,,,0.83,0.85,0.85,,,
male,1,group D,4,high school,5,free/reduced,1,none,0,0.58,0.58,0.55,,,,,,,,,,,,,,,,,,,,,,0.83,0.85,0.85,,,
female,0,group C,3,high school,5,free/reduced,1,none,0,0.11,0.34,0.27,,,,,,,,,,,,,,,,,,,,,,0.83,0.85,0.85,,,
male,1,group D,4,high school,5,standard,0,none,0,0.62,0.53,0.54,,,,,,,,,,,,,,,,,,,,,,0.83,0.85,0.85,,,
female,0,group B,2,associate's degree,2,free/reduced,1,none,0,0.37,0.51,0.53,,,,,,,,,,,,,,,,,,,,,,0.83,0.85,0.85,,,
male,1,group D,4,high school,5,free/reduced,1,none,0,0.65,0.58,0.58,,,,,,,,,,,,,,,,,,,,,,0.83,0.85,0.85,,,
male,1,group E,5,some high school,6,standard,0,completed,1,0.65,0.5,0.46,,,,,,,,,,,,,,,,,,,,,,0.83,0.85,0.85,,,
male,1,group E,5,associate's degree,2,free/reduced,1,none,0,0.51,0.39,0.35,,,,,,,,,,,,,,,,,,,,,,0.83,0.85,0.85,,,
female,0,group D,4,high school,5,free/reduced,1,completed,1,0.53,0.46,0.61,,,,,,,,,,,,,,,,,,,,,,0.84,0.86,0.85,,,
male,1,group E,5,associate's degree,2,free/reduced,1,completed,1,0.27,0.2,0.24,,,,,,,,,,,,,,,,,,,,,,0.84,0.86,0.87,,,
female,0,group C,3,some high school,6,free/reduced,1,none,0,0.29,0.39,0.33,,,,,,,,,,,,,,,,,,,,,,0.84,0.86,0.87,,,
male,1,group C,3,some college,4,free/reduced,1,completed,1,0.55,0.64,0.59,,,,,,,,,,,,,,,,,,,,,,0.84,0.86,0.87,,,
male,1,group D,4,some college,4,free/reduced,1,none,0,0.48,0.4,0.48,,,,,,,,,,,,,,,,,,,,,,0.84,0.86,0.87,,,
